EXPLAIN_REQUESTER,EXPLAIN_TIME,SOURCE_NAME,SOURCE_SCHEMA,SOURCE_VERSION,EXPLAIN_LEVEL,STMTNO,SECTNO,QUERYNO,QUERYTAG,STATEMENT_TYPE,UPDATABLE,DELETABLE,TOTAL_COST,STATEMENT_TEXT,SNAPSHOT,QUERY_DEGREE,EXPLAIN_FORMAT_TEXT
SHAIKHQ ,2024-05-30-08.16.11.238384,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.CUSTOMER.C_BIRTH_YEAR , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 12 AND TPCDS.DATE_DIM2.D_YEAR >= 1958,,1,
SHAIKHQ ,2024-05-30-08.16.11.238384,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+1.43107167968750E+004,SELECT Q1.C_BIRTH_YEAR AS "C_BIRTH_YEAR", Q2.D_WEEK_SEQ AS "D_WEEK_SEQ" FROM TPCDS.CUSTOMER AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.C_FIRST_SHIPTO_DATE_SK) AND (1958 <= Q2.D_YEAR) AND (Q2.D_MOY = 12),,1,
SHAIKHQ ,2024-05-30-08.16.12.871381,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY <= 4 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2484559,,1,
SHAIKHQ ,2024-05-30-08.16.12.871381,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+4.26468457031250E+003,SELECT Q1.CP_END_DATE_SK AS "CP_END_DATE_SK", Q2.D_MOY AS "D_MOY" FROM TPCDS.CATALOG_PAGE AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.CP_END_DATE_SK) AND (Q2.D_SAME_DAY_LQ <= 2484559) AND (Q2.D_QOY <= 4),,1,
SHAIKHQ ,2024-05-30-08.16.24.574183,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_MKT_ID >= 1 AND TPCDS.WEB_SITE.WEB_GMT_OFFSET = -005.00,,1,
SHAIKHQ ,2024-05-30-08.16.24.574183,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+1.69550537109375E+002,SELECT Q1.WEB_CLOSE_DATE_SK AS "WEB_CLOSE_DATE_SK", Q2.D_SAME_DAY_LY AS "D_SAME_DAY_LY" FROM TPCDS.WEB_SITE AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.WEB_CLOSE_DATE_SK) AND (Q1.WEB_GMT_OFFSET = -005.00) AND (1 <= Q1.WEB_MKT_ID),,1,
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM <= 2481252 AND TPCDS.CATALOG_PAGE.CP_END_DATE_SK = 2451449,,1,
SHAIKHQ ,2024-05-30-08.16.25.771665,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+1.55353039550781E+003,SELECT 2451449 AS "CP_END_DATE_SK", Q2.D_DOW AS "D_DOW" FROM TPCDS.CATALOG_PAGE AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = 2451449) AND (Q1.CP_END_DATE_SK = 2451449) AND (Q2.D_LAST_DOM <= 2481252),,1,
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2414713 AND TPCDS.DATE_DIM2.D_MOY = 9,,1,
SHAIKHQ ,2024-05-30-08.16.26.997895,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+5.17370947265625E+003,SELECT Q1.CP_CATALOG_PAGE_SK AS "CP_CATALOG_PAGE_SK", Q2.D_DOW AS "D_DOW" FROM TPCDS.CATALOG_PAGE AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.CP_END_DATE_SK) AND (Q2.D_MOY = 9) AND (2414713 <= Q2.D_SAME_DAY_LY),,1,
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_PROMO_SK <= 109 AND TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE <= +00045.36,,1,
SHAIKHQ ,2024-05-30-08.16.29.218127,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+7.95037578125000E+004,SELECT Q1.CS_BILL_ADDR_SK AS "CS_BILL_ADDR_SK", Q2.D_DATE_SK AS "D_DATE_SK" FROM TPCDS.CATALOG_SALES AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.CS_SHIP_DATE_SK) AND (Q1.CS_EXT_SALES_PRICE <= +00045.36) AND (Q1.CS_PROMO_SK <= 109),,1,
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.WEB_PAGE.WP_CHAR_COUNT , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ >= 2240 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 481,,1,
SHAIKHQ ,2024-05-30-08.16.30.336768,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+1.46039077758789E+002,SELECT Q1.WP_CHAR_COUNT AS "WP_CHAR_COUNT", Q2.D_DOM AS "D_DOM" FROM TPCDS.WEB_PAGE AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.WP_ACCESS_DATE_SK) AND (Q2.D_QUARTER_SEQ <= 481) AND (2240 <= Q2.D_WEEK_SEQ),,1,
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,O,1,201,0,CLP                 ,S ,N,N,+0.00000000000000E+000,SELECT TPCDS.WEB_SALES.WS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY <= 2 AND TPCDS.WEB_SALES.WS_EXT_SHIP_COST >= +12544.30,,1,
SHAIKHQ ,2024-05-30-08.16.32.104983,SQLC2Q31,NULLID  ,,S,1,201,0,CLP                 ,S ,N,N,+2.66160566406250E+004,SELECT Q1.WS_EXT_DISCOUNT_AMT AS "WS_EXT_DISCOUNT_AMT", Q2.D_YEAR AS "D_YEAR" FROM TPCDS.WEB_SALES AS Q1, TPCDS.DATE_DIM2 AS Q2 WHERE (Q2.D_DATE_SK = Q1.WS_SHIP_DATE_SK) AND (+12544.30 <= Q1.WS_EXT_SHIP_COST) AND (Q2.D_QOY <= 2),,1,
